"Date Time, GMT-11:00",Timu1daily
2014-11-14,0.0
2014-11-15,6.857999999999997
2014-11-16,24.638000000000016
2014-11-17,6.603999999999999
2014-11-18,12.699999999999998
2014-11-19,11.175999999999991
2014-11-20,1.016
2014-11-21,0.254
2014-11-22,27.178000000000008
2014-11-23,51.81599999999994
2014-11-24,19.304000000000006
2014-11-25,5.841999999999997
2014-11-26,12.191999999999991
2014-11-27,0.254
2014-11-28,3.81
2014-11-29,0.254
2014-11-30,4.571999999999999
2014-12-01,1.27
2014-12-02,1.524
2014-12-03,0.254
2014-12-04,40.63999999999996
2014-12-05,33.27400000000006
2014-12-06,4.571999999999999
2014-12-07,0.762
2014-12-08,2.794
2014-12-09,43.68799999999996
2014-12-10,6.095999999999998
2014-12-11,10.921999999999988
2014-12-12,2.032
2014-12-13,0.508
2014-12-14,0.0
2014-12-15,0.254
2014-12-16,18.542
2014-12-17,1.27
2014-12-18,20.066
2014-12-19,58.165999999999826
2014-12-20,0.762
2014-12-21,87.63000000000028
2014-12-22,55.87999999999991
2014-12-23,0.0
2014-12-24,0.0
2014-12-25,0.0
2014-12-26,23.876000000000023
2014-12-27,4.571999999999999
2014-12-28,14.731999999999992
2014-12-29,8.381999999999996
